oked_id,oked_name_ru,total_requirements,num_spheres,rank
1017,"Строительство прочих инженерных сооружений, не включенных в другие группировки",8636.0,13,585
1847,Деятельность региональных органов управления,8481.0,18,586
1379,Перевозки метрополитеном,8416.0,9,587
461,Производство лекарственных препаратов для ветеринарии,8410.0,10,588
2170,Электротехнические и монтажные работы,8395.0,9,589
1421,Складирование и хранение зерна,8350.0,8,590
1971,Деятельность ботанических садов и зоопарков,8326.0,10,591
1402,Речной пассажирский транспорт,8312.0,12,592
457,Производство основных фармацевтических продуктов,8305.0,10,593
874,Производство хирургических и ортопедических приспособлений,8305.0,10,594
873,"Производство медицинских инструментов, аппаратов  и оборудования",8305.0,10,595
2154,Производство медицинских и стоматологических инструментов и принадлежностей,8293.0,10,596
1246,"Розничная торговля рыбой, ракообразными и моллюсками в специализированных магазинах, являющихся торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)",8215.0,12,597
1118,"Оптовая торговля молочными продуктами, яйцами и пищевыми маслами и жирами",8215.0,12,598
1258,"Прочая розничная торговля продуктами питания в специализированных магазинах, являющихся торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)",8215.0,12,599
1257,"Прочая розничная торговля  продуктами питания в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",8215.0,12,600
1245,"Розничная торговля рыбой, ракообразными и моллюсками в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",8215.0,12,601
1116,Оптовая торговля мясом и мясными продуктами,8215.0,12,602
1241,"Розничная торговля домашней птицей, дичью и изделиями из них в специализированных магазинах, являющихся торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)",8215.0,12,603
1240,"Розничная торговля домашней птицей, дичью и изделиями из них в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",8215.0,12,604
1242,"Прочая розничная торговля мясом и мясными продуктами в специализированных магазинах, являющихся торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)",8215.0,12,605
1243,Прочая розничная торговля мясом и мясными продуктами в специализированных магазинах,8215.0,12,606
1849,Деятельность сельских и поселковых органов управления,8148.0,18,607
1027,Разведочное бурение,8146.0,10,608
996,Строительство стационарных торговых объектов категории 2,8121.0,13,609
1148,"Оптовая торговля фармацевтическими товарами, кроме торговли медицинской техникой и ортопедическими изделиями",8110.0,12,610
1405,"Деятельность речного  грузового транспорта, кроме лесосплава",8104.0,10,611
1434,Услуги в области водного транспорта,8104.0,11,612
995,Строительство стационарных торговых объектов категории 1,8091.0,11,613
2231,Складирование и хранение груза,8084.0,9,614
1432,Прочая вспомогательная деятельность  сухопутного транспорта,8084.0,11,615
2232,Услуги в области сухопутного транспорта,8084.0,9,616
1030,"Электромонтажные работы по прокладке  телекоммуникационных, компьютерных и телевизионных сетей",8058.0,12,617
2168,Строительство распределительных инженерных объектов,8028.0,11,618
1023,Земляные работы,8028.0,10,619
1025,Специальные работы в грунтах,8028.0,10,620
2166,Строительство жилых и нежилых зданий,8028.0,11,621
557,"Производство труб, трубок, полых профилей, фитингов из стали",7995.0,10,622
1471,Рестораны и услуги по доставке продуктов питания,7956.0,10,623
940,Продажа электроэнергии потребителю,7928.0,9,624
935,Эксплуатационное обслуживание оборудования Национальной электрической сети,7916.0,8,625
934,"Техническая диспетчеризация отпуска в сеть и потребления электрической энергии, организация балансирования производства-потребления электрической энергии",7916.0,8,626
936,"Обеспечение готовности электрической мощности к несению нагрузки, регулирование и резервирование электрической мощности",7916.0,8,627
1474,Доставка пищи на заказ,7908.0,9,628
994,"Строительство нежилых зданий, за исключением стационарных торговых объектов категорий 1, 2",7880.0,9,629
1321,"Розничная торговля фармацевтическими товарами в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",7878.0,11,630
1325,"Розничная торговля медицинскими и ортопедическими товарами в специализированных магазинах, являющихся торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)",7878.0,11,631
1324,"Розничная торговля медицинскими и ортопедическими товарами в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",7878.0,11,632
1322,"Розничная торговля фармацевтическими товарами в специализированных магазинах, являющихся  торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)",7878.0,11,633
2217,Розничная торговля медицинскими и ортопедическими товарами в специализированных магазинах,7866.0,10,634
1031,Прочие электромонтажные работы,7847.0,11,635
1015,Строительство водных сооружений,7847.0,10,636
1012,Строительство распределительных объектов для обеспечения электроэнергией и телекоммуникациями,7847.0,10,637
1009,Строительство трубопроводов для систем водоснабжения и канализации,7847.0,10,638
1005,Строительство мостов и туннелей,7847.0,10,639
1003,Строительство железных дорог и метро,7847.0,10,640
270,Подготовка шерстяного волокна,7835.0,8,641
271,Прядение шерстяного волокна,7835.0,8,642
2169,Подготовительные работы на стройплощадке,7817.0,8,643
1149,Оптовая реализация фармацевтических и медицинских товаров в рамках гарантированного объема бесплатной медицинской помощи,7815.0,10,644
1952,Деятельность цирков,7756.0,8,645
1392,Транспортирование по трубопроводу,7667.0,9,646
1698,Исследования и экспериментальные разработки в области мирного использования атомной энергии,7633.0,8,647
2227,Городской и пригородный пассажирский наземный транспорт,7602.0,10,648
1377,Перевозки трамваями,7578.0,10,649
1378,Перевозки троллейбусами,7578.0,10,650
2161,"Ремонт, техническое обслуживание прочих видов транспортного оборудования",7568.0,9,651
2160,"Ремонт, техническое обслуживание кораблей и лодок",7568.0,9,652
1410,"Деятельность  воздушного пассажирского транспорта, подчиняющегося расписанию",7565.0,10,653
1411,"Деятельность  воздушного пассажирского транспорта, не подчиняющегося расписанию",7565.0,10,654
1396,Морской и прибрежный пассажирский транспорт,7553.0,10,655
1846,Деятельность республиканских органов управления,7553.0,13,656
1399,Морской и прибрежный грузовой транспорт,7553.0,9,657
1861,Оборонная деятельность,7511.0,11,658
2229,Воздушный пассажирский транспорт,7506.0,8,659
1430,"Эксплуатация магистральных и иных трубопроводов, в том числе водоводов",7502.0,8,660
1689,"Деятельность прочих учреждений, осуществляющих технические испытания и анализы",7441.0,9,661
829,Производство космических летательных аппаратов,7421.0,10,662
2196,"Розничная торговля хлебобулочными, мучными и сахаристыми кондитерскими изделиями в специализированных магазинах",7421.0,12,663
2197,Розничная торговля напитками в специализированных магазинах,7421.0,12,664
2224,"Розничная торговля одеждой, обувью и тканями в торговых палатках и на рынке",7421.0,12,665
2225,Розничная торговля прочими товарами через палатки и рынки,7421.0,12,666
2188,Оптовая торговля прочими промежуточными продуктами,7420.0,8,667
2189,Оптовая торговля отходами и ломом,7420.0,8,668
2187,Оптовая торговля химической продукцией,7420.0,8,669
691,Производство батарей и аккумуляторов,7417.0,9,670
825,Производство железнодорожных локомотивов и подвижного состава (без ремонта),7417.0,9,671
828,Производство воздушных летательных аппаратов,7417.0,9,672
860,Производство бижутерии и аналогичных изделий,7417.0,9,673
875,"Производство медицинской, хирургической, стоматологической и ветеринарной мебели",7417.0,9,674
866,Производство спортивных товаров,7417.0,9,675
872,"Производство цементов, используемых в медицине",7417.0,9,676
832,Производство военных боевых автотранспортных средств,7417.0,9,677
869,Производство игр и игрушек,7417.0,9,678
863,Производство музыкальных инструментов,7417.0,9,679
2185,Оптовая торговля металлами и металлическими рудами,7399.0,10,680
1867,Деятельность по обеспечению безопасности в чрезвычайных ситуациях,7373.0,12,681
856,Чеканка/выпуск монет и медалей,7369.0,8,682
343,Антисептирование древесины,7369.0,8,683
903,"Ремонт и техническое обслуживание облучающего, электромедицинского и электротерапевтического оборудования",7365.0,7,684
1682,Деятельность в области инженерных изысканий и предоставление технических консультаций в этой области для объектов атомной промышленности и атомной энергетики,7365.0,7,685
914,Ремонт и техническое обслуживание воздушных и космических судов,7361.0,8,686
1417,Транспортная космическая система,7361.0,9,687
2230,Грузовой воздушный транспорт,7357.0,7,688
1429,Деятельность автомобильных стоянок,7357.0,7,689
1427,Эксплуатация автомобильных дорог,7357.0,10,690
822,Строительство прогулочных и спортивных лодок,7357.0,7,691
820,Строительство кораблей и плавучих конструкций,7357.0,7,692
2172,"Прочие специализированные строительные работы, не вошедшие в другие группировки",7357.0,7,693
1422,"Складирование и хранение непродовольственных товаров, кроме зерна и нефти",7357.0,7,694
1431,Деятельность по подсоединению (подключению) трубопровода к действующим магистральным и иным трубопроводам,7357.0,7,695
1414,"Деятельность грузового воздушного транспорта, подчиняющего расписанию",7357.0,8,696
906,"Ремонт и техническое обслуживание электродвигателей, генераторов и трансформаторов",7357.0,7,697
912,Ремонт и техническое обслуживание спортивных и прогулочных лодок,7357.0,7,698
1436,Регулирование использования воздушного пространства,7357.0,8,699
2090,Подготовка и прядение текстильных волокон,7357.0,7,700
1415,"Деятельность грузового воздушного транспорта, не подчиняющего расписанию",7357.0,8,701
1428,Деятельность терминалов,7357.0,7,702
911,Ремонт и техническое обслуживание судов,7357.0,7,703
1380,"Перевозки прочими видами транспорта, подчиняющегося расписанию",7333.0,8,704
1854,"Регулирование деятельности учреждений, обеспечивающих медицинское обслуживание, образование, культурное обслуживание и другие социальные услуги, кроме социального обеспечения",7312.0,11,705
1451,Прочая почтовая и курьерская деятельность,7274.0,7,706
2234,Прочие сопроводительные услуги при перевозках,7274.0,7,707
74,Эксплуатация оросительных систем,7270.0,7,708
1688,Лабораторно-аналитические исследования в геологической отрасли,7266.0,9,709
1687,Деятельность нефтеперерабатывающих заводов по осуществлению лабораторных испытаний и анализов,7266.0,9,710
1146,Оптовая торговля парфюмерией и косметикой,7222.0,11,711
1248,"Розничная торговля хлебобулочными, мучными и сахаристыми кондитерскими изделиями в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",7222.0,11,712
1238,"Розничная торговля фруктами и овощами в специализированных магазинах, являющихся  торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)",7222.0,11,713
1120,"Оптовая торговля напитками в магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",7222.0,11,714
1121,"Оптовая торговля напитками в магазинах, являющихся торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше), включая оптово-продовольственные распределительные центры",7222.0,11,715
1251,"Розничная торговля напитками в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",7222.0,11,716
1249,"Розничная торговля хлебобулочными, мучными и сахаристыми кондитерскими изделиями в специализированных магазинах, являющихся  торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)",7222.0,11,717
1125,"Оптовая торговля сахаром, шоколадом и сахаристыми кондитерскими изделиями",7222.0,11,718
1130,Оптовая торговля прочими продуктами питания,7222.0,11,719
1127,"Оптовая торговля кофе, чаем, какао и пряностями",7222.0,11,720
1252,"Розничная торговля напитками в специализированных магазинах, являющихся  торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)",7222.0,11,721
1132,"Неспециализированная оптовая торговля продуктами питания, напитками и табачными изделиями",7222.0,11,722
1328,"Розничная торговля косметическими товарами и туалетными принадлежностями в специализированных магазинах, являющихся торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)",7222.0,11,723
1327,"Розничная торговля косметическими товарами и туалетными принадлежностями в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",7222.0,11,724
1114,Оптовая торговля фруктами и овощами,7222.0,11,725
1237,"Розничная торговля фруктами и овощами в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",7222.0,11,726
2195,"Розничная торговля рыбой, ракообразными и моллюсками в специализированных магазинах",7210.0,10,727
2194,Розничная торговля мясом и мясными продуктами в специализированных магазинах,7210.0,10,728
2193,Розничная торговля фруктами и овощами в специализированных магазинах,7210.0,10,729
2226,"Другие виды розничной торговли вне магазинов, торговых палаток или рынков",7210.0,10,730
2218,Розничная торговля косметическими товарами и предметами гигиены в специализированных магазинах,7210.0,10,731
2223,"Розничная торговля продуктами питания, напитками и табачными изделиями в торговых палатках и на рынке",7210.0,10,732
2191,"Розничная торговля в неспециализированных магазинах преимущественно продуктами питания, включая напитки, и табачными изделиями",7210.0,10,733
2192,Прочая розничная торговля в неспециализированных магазинах,7210.0,10,734
2268,"Прочая профессиональная, научная и техническая деятельность, не включенная в другие категории",7202.0,7,735
2113,Производство строительных пластиковых изделий,7195.0,10,736
2265,Технические испытания и анализы,7133.0,6,737
1443,Технический надзор на транспорте,7125.0,6,738
1440,Транспортная обработка грузов,7125.0,6,739
1406,Лесосплав,7125.0,6,740
1442,Транспортно-экспедиционные  услуги,7125.0,6,741
1444,Прочая транспортно-экспедиционная деятельность,7125.0,6,742
1448,Почтовые услуги в соответствии с обязательствами по предоставлению услуг в зоне всеобщего охвата,7125.0,6,743
1933,Деятельность по уходу за престарелыми и инвалидами с обеспечением проживания,7105.0,10,744
1697,Научные исследования и разработки в области космической деятельности,7059.0,8,745
1729,Деятельность гидрометеорологической службы,7055.0,7,746
1696,"Научно-исследовательские, опытно-методические и опытно-конструкторские работы в геологической отрасли",7055.0,7,747
1700,Прочие исследования и разработки в области естественных и технических наук,7055.0,7,748
1693,Научные исследования и экспериментальные разработки в области биотехнологий,7055.0,7,749
1695,"Научные исследования и экспериментальные разработки в области проектирования, строительства, ремонта, содержания и диагностики автомобильных дорог и мостовых сооружений",7055.0,7,750
1699,Исследования и разработки в области противоинфекционных препаратов,7055.0,7,751
73,"Деятельность, способствующая растениеводству, кроме эксплуатации оросительных систем",7044.0,9,752
1679,Геодезическая деятельность,6998.0,8,753
2159,Ремонт электрического оборудования,6998.0,8,754
1678,Деятельность по проведению геологической разведки и изысканий (без научных исследований и разработок),6998.0,8,755
2158,Ремонт электронного и оптического оборудования,6998.0,8,756
1150,Оптовая торговля медицинской техникой и ортопедическими  изделиями,6990.0,10,757
1852,Деятельность в области статистики и социологии,6978.0,10,758
2221,Другие виды розничной торговли новыми товарами в специализированных магазинах,6978.0,9,759
1943,Дневной уход за детьми,6956.0,9,760
1865,Деятельность по обеспечению общественного порядка и безопасности,6941.0,9,761
1859,Международная деятельность,6941.0,8,762
1850,"Деятельность, связанная с налогообложением",6941.0,9,763
2279,Государственное управление общего характера,6941.0,8,764
1856,Регулирование и содействие эффективному ведению экономической деятельности,6941.0,9,765
1870,Деятельность в области обязательного социального страхования,6941.0,10,766
1675,"Деятельность в области архитектуры, за исключением объектов атомной промышленности и атомной энергетики",6936.0,7,767
1674,Деятельность в области архитектуры для объектов атомной промышленности и атомной энергетики,6936.0,7,768
2263,Деятельность в области архитектуры,6915.0,9,769
1458,Предоставление гостиничных услуг с ресторанами для официальных мероприятий,6915.0,8,770
1680,Землеустройство,6915.0,8,771
1457,"Предоставление услуг гостиницами без ресторанов, за исключением гостиниц, находящихся на придорожной полосе",6915.0,8,772
1456,"Предоставление услуг гостиницами с ресторанами, за исключением гостиниц, находящихся на придорожной полосе",6915.0,8,773
2186,"Оптовая торговля лесоматериалами, строительными материалами и сантехническим оборудованием",6850.0,7,774
286,Отделка тканей и текстильных изделий,6842.0,7,775
272,Подготовка льняного и прочих растительных волокон,6842.0,7,776
330,Дубление и выделка кожи,6842.0,7,777
268,"Подготовка хлопчатобумажного волокна, хлопка-волокна",6842.0,7,778
269,"Прядение хлопчатобумажного волокна, хлопка-волокна",6842.0,7,779
273,Прядение льняного и прочих растительных волокон,6842.0,7,780
274,Подготовка шелкового волокна,6842.0,7,781
1989,Деятельность парков культуры и отдыха и тематических парков,6825.0,10,782
2167,Строительство дорог и автомагистралей,6796.0,8,783
891,Ремонт металлических бочек  и аналогичных емкостей,6787.0,6,784
890,Ремонт огнестрельного оружия и артиллерийских орудий,6787.0,6,785
889,"Ремонт паровых котлов, кроме котлов центрального отопления",6787.0,6,786
888,Ремонт радиаторов и котлов центрального отопления,6787.0,6,787
887,"Ремонт металлических цистерн, резервуаров и контейнеров",6787.0,6,788
1705,Исследования и экспериментальные разработки в области обороны и национальной безопасности,6787.0,6,789
895,Ремонт и техническое обслуживание прочего оборудования общего назначения,6787.0,6,790
894,Ремонт и техническое обслуживание механического оборудования,6787.0,6,791
263,Ферментация табака,6787.0,6,792
1677,"Деятельность в области инженерно-технического проектирования, за исключением объектов атомной промышленности и атомной энергетики",6787.0,6,793
909,"Ремонт и техническое обслуживание прочего электрооборудования, не включенного в другие группировки",6787.0,6,794
896,Ремонт и техническое обслуживание машин и оборудования для сельского и лесного хозяйства,6787.0,6,795
917,"Ремонт трамваев, вагонов метро и троллейбусов",6787.0,6,796
923,Монтаж промышленной техники и оборудования,6787.0,6,797
899,Ремонт и техническое обслуживание офисных машин и вычислительной техники,6787.0,6,798
898,Ремонт и техническое обслуживание прочих машин и оборудования специального назначения,6787.0,6,799
897,Ремонт и техническое обслуживание станков,6787.0,6,800
901,"Ремонт и техническое обслуживание инструментов и приборов для измерения, тестирования и навигации",6787.0,6,801
904,Ремонт и техническое обслуживание оптических приборов и фотографического оборудования,6787.0,6,802
902,Ремонт контрольного оборудования,6787.0,6,803
907,Ремонт и техническое обслуживание электрораспределительной и регулирующей аппаратуры,6787.0,6,804
908,Ремонт и техническое обслуживание электроосветительного оборудования,6787.0,6,805
2241,Деятельность в области компьютерного программирования,6766.0,7,806
1681,Деятельность в области картографии,6766.0,7,807
2156,Ремонт готовых металлических изделий,6766.0,7,808
2009,Деятельность политических организаций,6763.0,6,809
2004,Деятельность профсоюзов,6763.0,6,810
1956,Деятельность в области искусства,6763.0,6,811
264,Производство изделий из табака,6705.0,7,812
1999,Деятельность коммерческих и предпринимательских членских организаций,6704.0,6,813
1965,Деятельность книжных палат,6687.0,6,814
1969,"Деятельность по охране исторических мест и зданий, памятников культуры",6617.0,8,815
1993,Деятельность кукольных театров,6585.0,7,816
2244,Другие виды деятельности в области информационных технологий и компьютерных систем,6555.0,5,817
2247,Другие виды денежно-кредитного посредничества,6555.0,5,818
2242,Консультационные услуги в области информационных технологий»,6555.0,5,819
2022,"Ремонт бытовых приборов, домашнего и садового инвентаря",6555.0,5,820
2025,Ремонт дорожных и галантерейных изделий из натуральной и искусственной кожи,6555.0,5,821
2020,Ремонт бытовой электроники,6555.0,5,822
1992,"Деятельность родео, тиров",6555.0,5,823
2001,Деятельность профессиональных членских организаций,6555.0,5,824
2015,Ремонт компьютеров и периферийного оборудования,6555.0,5,825
2027,Ремонт мебели и предметов домашнего обихода,6555.0,5,826
2011,"Деятельность прочих общественных организаций, не включенных в другие группировки",6555.0,5,827
2245,Услуги по размещению и переработке данных и другие услуги,6555.0,5,828
2284,Продюсерская деятельность,6555.0,5,829
2267,Исследования и экспериментальные разработки в области общественных и гуманитарных наук,6555.0,5,830
2264,Деятельность в области инженерных изысканий и предоставление технических консультаций в этой области,6555.0,5,831
1962,Деятельность фильмо- и фонотек,6555.0,5,832
1954,Техническая поддержка при показе спектаклей,6555.0,5,833
2246,"Прочие виды деятельности информационных агентств, не упомянутых ни в одной из перечисленных категорий",6555.0,5,834
2243,Деятельность по управлению компьютерным оборудованием,6555.0,5,835
1707,"Исследования и экспериментальные разработки в области общественных и гуманитарных наук, не включенные в другие группировки",6555.0,5,836
1703,"Прикладные исследования в области общественных и гуманитарных наук, направленные на содействие развитию отечественных производств",6555.0,5,837
1706,"Междисциплинарные исследования и разработки в области экономического, бюджетного и стратегического планирования",6555.0,6,838
2017,Ремонт коммуникационного оборудования,6555.0,5,839
1704,"Прикладные исследования в области общественных и гуманитарных наук, направленных на развитие индустрии",6555.0,5,840
2032,Ремонт трикотажных и вязаных изделий,6555.0,5,841
2074,Птицеводство,5653.0,13,842
2073,Разведение лошадей и прочих копытных пород,5539.0,13,843
67,Разведение прочих видов животных,5394.0,11,844
51,Разведение прочего крупного рогатого скота и буйволов,5394.0,11,845
1056,"Прочие строительные работы, требующие специальной квалификации",5193.0,9,846
60,Разведение свиней,5183.0,9,847
1478,"Прочая деятельность по обеспечению питанием, не включенная в другие группировки",5126.0,11,848
62,"Разведение птицы на мясо, племенной птицы и молодняка",5056.0,11,849
63,Производство яиц,4986.0,11,850
64,"Производство смешанное, мясояичное",4893.0,10,851
58,Разведение овец и коз,4824.0,10,852
49,Разведение крупного рогатого скота молочного направления,4824.0,10,853
2179,"Оптовая торговля прочими продуктами питания, включая рыбу, ракообразных и моллюсков",4782.0,10,854
1736,Ветеринарная деятельность,4763.0,8,855
1332,"Розничная торговля домашними животными и кормами для домашних животных в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",4653.0,9,856
1335,"Розничная торговля домашними животными и кормами для домашних животных в специализированных магазинах, являющихся  торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)",4653.0,9,857
1111,Оптовая торговля шкурами и кожей,4653.0,9,858
1230,"Розничная торговля преимущественно продуктами питания, напитками и табачными изделиями в неспециализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",4653.0,9,859
1109,Оптовая торговля живыми животными,4653.0,9,860
1042,Столярные и плотницкие работы,4615.0,8,861
53,Разведение лошадей,4613.0,8,862
1476,Прочие виды организации питания вне населенных пунктов,4567.0,10,863
2216,Розничная торговля фармацевтическими товарами в специализированных магазинах,4536.0,8,864
2178,Оптовая торговля напитками,4423.0,11,865
1070,Техобслуживание и ремонт автотранспортных средств,4378.0,10,866
1358,Розничная торговля прочими товарами на рынках,4238.0,9,867
1187,Оптовая торговля дизельным топливом,4230.0,10,868
1189,Оптовая торговля прочим топливом,4230.0,10,869
1188,Оптовая торговля мазутом топочным,4230.0,10,870
1186,Оптовая торговля автомобильным бензином,4230.0,10,871
1073,Оптовая торговля запасными частями и принадлежностями для автомобилей,4209.0,10,872
2092,Производство вязаного и трикотажного полотна,4197.0,9,873
2098,Лесопильное и строгальное производство,4197.0,9,874
6,"Выращивание зерновых и зернобобовых культур, включая семеноводство",4159.0,10,875
2108,Производство взрывчатых веществ,4149.0,9,876
2122,Литье чугуна,4149.0,8,877
990,Разработка строительных проектов,4075.0,9,878
1481,Подача напитков,3997.0,9,879
1061,Оптовая торговля автомобилями и легкими автотранспортными средствами,3935.0,7,880
1065,Оптовая торговля прочими автотранспортными средствами,3935.0,7,881
2278,Деятельность частных охранных служб,3931.0,7,882
1741,Аренда легковых автомобилей и легких автотранспортных средств,3923.0,6,883
1477,Прочие виды организации питания в пассажирских поездах,3917.0,7,884
1490,Издание газет,3887.0,8,885
70,Смешанное сельское хозяйство,3861.0,10,886
11,Выращивание картофеля и посадочного материала,3827.0,8,887
1538,"Прочая деятельность в области телекоммуникаций, не включенная в другие группировки",3804.0,7,888
1492,Издание журналов и периодических публикаций,3738.0,8,889
1801,Деятельность частных охранных служб,3685.0,8,890
1805,Деятельность в области систем охраны,3685.0,9,891
87,Лесоводство и прочая лесохозяйственная деятельность,3664.0,9,892
1261,"Розничная торговля моторным топливом в специализированных магазинах, за исключением находящихся на придорожной полосе",3660.0,8,893
1262,Розничная торговля смазочными материалами в специализированных магазинах,3660.0,8,894
1158,"Оптовая торговля прочими непродовольственными товарами потребительского назначения, не включенными в другие группировки",3660.0,8,895
1231,"Розничная торговля преимущественно продуктами питания,  напитками и табачными изделиями, в неспециализированных магазинах, являющихся торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)",3660.0,8,896
1233,"Прочая розничная торговля в неспециализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",3660.0,8,897
1123,Оптовая торговля табачными изделиями,3660.0,8,898
1234,"Прочая розничная торговля в неспециализированных магазинах, являющихся торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)",3660.0,8,899
1107,Оптовая торговля цветами и другими растениями,3660.0,8,900
1357,"Розничная торговля прочими товарами в торговых палатках, ларьках и киосках",3660.0,8,901
1279,"Розничная торговля скобяными изделиями, лакокрасочными материалами и стеклом в специализированных магазинах, являющихся  торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)",3660.0,8,902
1344,"Прочая розничная торговля в специализированных магазинах, являющихся торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)",3660.0,8,903
1352,"Розничная торговля продуктами питания, напитками и табачными изделиями на рынках",3660.0,8,904
1278,"Розничная торговля скобяными изделиями, лакокрасочными материалами и стеклом в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",3660.0,8,905
1334,"Розничная торговля семенами и удобрениями в специализированных магазинах, являющихся  торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)",3660.0,8,906
1331,"Розничная торговля семенами и удобрениями в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",3660.0,8,907
1351,"Розничная торговля продуктами питания, напитками и табачными изделиями в торговых палатках, ларьках и киосках",3660.0,8,908
2199,Прочие виды розничной торговли продуктами питания в специализированных магазинах,3648.0,7,909
2200,Розничная торговля топливом в специализированных магазинах,3648.0,7,910
2255,Купля и продажа недвижимости,3641.0,7,911
1365,Прочая розничная торговля вне магазинов,3639.0,9,912
90,Лесозаготовки,3634.0,8,913
2198,Розничная торговля табачными изделиями в специализированных магазинах,3627.0,8,914
2163,Передача электроэнергии,3585.0,7,915
2174,Продажа прочих автотранспортных средств,3564.0,7,916
35,"Выращивание прочих плодов, ягод и орехов",3564.0,7,917
1512,Деятельность по изданию фонограмм и музыкальных записей,3534.0,6,918
1519,Деятельность по созданию и трансляции телевизионных программ,3534.0,6,919
1516,Радиовещание,3534.0,6,920
1330,"Розничная торговля цветами в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",3428.0,7,921
1337,"Розничная торговля часами и ювелирными изделиями в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",3428.0,7,922
1333,"Розничная торговля цветами в специализированных магазинах, являющихся торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)",3428.0,7,923
1291,"Розничная торговля осветительными приборами и бытовыми товарами, не включенными в другие группировки, в специализированных магазинах, являющихся торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)",3428.0,7,924
1290,"Розничная торговля музыкальными инструментами и партитурами в специализированных магазинах, являющихся торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)",3428.0,7,925
1292,"Розничная торговля осветительными приборами и бытовыми товарами, не включенными в другие группировки, в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",3428.0,7,926
1138,"Оптовая торговля одеждой, кроме трикотажных и чулочно-носочных изделий",3428.0,7,927
1312,"Розничная торговля одеждой, кроме трикотажных и чулочно-носочных изделий, в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",3428.0,7,928
1311,"Розничная торговля трикотажными и чулочно-носочными изделиями в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",3428.0,7,929
1308,"Розничная торговля играми и игрушками в специализированных магазинах, являющихся  торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)",3428.0,7,930
1313,"Розничная торговля трикотажными и чулочно-носочными изделиями в специализированных магазинах, являющихся торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)",3428.0,7,931
1265,"Розничная торговля компьютерами, периферийным оборудованием и программным обеспечением в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",3428.0,7,932
1266,"Розничная торговля компьютерами, периферийным оборудованием и программным обеспечением в специализированных магазинах, являющихся  торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)",3428.0,7,933
1254,"Розничная торговля табачными изделиями в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",3428.0,7,934
1163,Оптовая торговля электронным и телекоммуникационным оборудованием и запчастями к нему,3428.0,7,935
1156,Оптовая торговля канцелярскими принадлежностями,3428.0,7,936
