oked_id,oked_name_ru,total_requirements,num_spheres,rank
1157,Оптовая торговля музыкальными инструментами,3428.0,7,937
1161,"Оптовая торговля компьютерами, периферийным компьютерным оборудованием и программным обеспечением",3428.0,7,938
1154,Оптовая торговля часами и ювелирными украшениями,3428.0,7,939
1142,Оптовая торговля радио- и телевизионным оборудованием,3428.0,7,940
1144,"Оптовая торговля фарфором, стеклянной посудой и чистящими средствами",3428.0,7,941
1176,Оптовая торговля прочей офисной техникой и оборудованием,3428.0,7,942
1152,"Оптовая торговля мебелью, коврами и осветительным оборудованием",3428.0,7,943
1299,"Розничная торговля газетами, журналами и канцелярскими товарами в специализированных магазинах, являющихся торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)",3428.0,7,944
1255,"Розничная торговля табачными изделиями в специализированных магазинах, являющихся  торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)",3428.0,7,945
1298,"Розничная торговля газетами, журналами и канцелярскими товарами в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",3428.0,7,946
1295,"Розничная торговля книгами в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",3428.0,7,947
1314,"Розничная торговля одеждой, кроме трикотажных и чулочно-носочных изделий, в специализированных магазинах, являющихся торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)",3428.0,7,948
1281,"Розничная торговля коврами, ковровыми изделиями, настенными и напольными покрытиями в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",3428.0,7,949
1289,"Розничная торговля мебелью в специализированных магазинах, являющихся торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)",3428.0,7,950
1135,Оптовая торговля текстильными товарами,3428.0,7,951
1141,Оптовая торговля бытовыми электротоварами,3428.0,7,952
1284,"Розничная торговля электрическими бытовыми приборами в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",3428.0,7,953
1288,"Розничная торговля музыкальными инструментами и партитурами в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",3428.0,7,954
1287,"Розничная торговля мебелью в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",3428.0,7,955
1317,"Розничная торговля кожаными изделиями в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",3428.0,7,956
1272,"Розничная торговля аудио- и видеоаппаратурой в специализированных магазинах, являющихся  торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)",3428.0,7,957
1276,"Розничная торговля текстильными изделиями в специализированных магазинах, являющихся  торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)",3428.0,7,958
1296,"Розничная торговля книгами в специализированных магазинах, являющихся торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)",3428.0,7,959
1275,"Розничная торговля текстильными изделиями в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",3428.0,7,960
1268,"Розничная торговля телекоммуникационным оборудованием в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",3428.0,7,961
1269,"Розничная торговля телекоммуникационным оборудованием в специализированных магазинах, являющихся торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)",3428.0,7,962
1271,"Розничная торговля аудио- и видеоаппаратурой в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",3428.0,7,963
1343,"Розничная торговля велосипедами в специализированных магазинах, являющихся  торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)",3428.0,7,964
1345,"Прочая розничная торговля в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",3428.0,7,965
1355,"Розничная торговля одеждой, обувью и текстильными изделиями на рынках",3428.0,7,966
1354,"Розничная торговля одеждой, обувью и текстильными изделиями в торговых палатках, ларьках и киосках",3428.0,7,967
1137,Оптовая торговля трикотажными и чулочно-носочными изделиями,3428.0,7,968
1139,Оптовая торговля обувью,3428.0,7,969
1282,"Розничная торговля коврами, ковровыми изделиями, настенными и напольными покрытиями в специализированных магазинах, являющихся  торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)",3428.0,7,970
1316,"Розничная торговля обувью в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",3428.0,7,971
1307,"Розничная торговля играми и игрушками в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",3428.0,7,972
1305,"Розничная торговля спортивным оборудованием в специализированных магазинах, являющихся  торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)",3428.0,7,973
1302,"Розничная торговля аудио и видеозаписями в специализированных магазинах, являющихся  торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)",3428.0,7,974
1304,"Розничная торговля спортивным оборудованием в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",3428.0,7,975
1076,"Розничная торговля автомобильными деталями, узлами и  принадлежностями  в торговых объектах с торговой площадью более 2000 кв.м (2000 кв.м и выше)",3428.0,7,976
1364,Розничная торговля через сетевой маркетинг,3428.0,7,977
1067,Розничная торговля прочими автотранспортными средствами в торговых объектах с торговой площадью более 2000 кв.м (2000 кв.м и выше),3428.0,7,978
1348,"Розничная торговля подержанными товарами в  магазинах, являющихся торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)",3428.0,7,979
1342,"Розничная торговля фотографическим, оптическим и точным оборудованием в специализированных магазинах, являющихся торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)",3428.0,7,980
1075,"Розничная торговля автомобильными деталями, узлами и  принадлежностями в торговых объектах с торговой площадью менее 2000 кв.м",3428.0,7,981
1363,Развозная и разносная розничная торговля,3428.0,7,982
1361,"Розничная торговля через фирмы, выполняющие заказы по почте и через Интернет",3428.0,7,983
1347,"Розничная торговля подержанными товарами в магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",3428.0,7,984
1341,"Розничная торговля велосипедами в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",3428.0,7,985
1340,"Розничная торговля фотографическим, оптическим и точным оборудованием в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",3428.0,7,986
1338,"Розничная торговля часами и ювелирными изделиями в специализированных магазинах, являющихся торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)",3428.0,7,987
1301,"Розничная торговля аудио и видеозаписями в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м",3428.0,7,988
1318,"Розничная торговля обувью в специализированных магазинах, являющихся торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)",3428.0,7,989
1285,"Розничная торговля электрическими бытовыми приборами в специализированных магазинах, являющихся торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)",3428.0,7,990
1319,"Розничная торговля кожаными изделиями в специализированных магазинах, являющихся  торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)",3428.0,7,991
2222,Розничная торговля подержанными товарами в магазинах,3416.0,6,992
2220,Розничная торговля часами и ювелирными украшениями в специализированных магазинах,3416.0,6,993
2208,"Розничная торговля мебелью, осветительным оборудованием и прочими бытовыми принадлежностями в специализированных магазинах",3416.0,6,994
2207,Розничная торговля электрическими бытовыми приборами в специализированных магазинах,3416.0,6,995
2214,Розничная торговля одеждой в специализированных магазинах,3416.0,6,996
2215,Розничная торговля обувью и кожаными изделиями в специализированных магазинах,3416.0,6,997
2219,"Розничная торговля цветами, комнатными растениями, семенами, удобрениями, домашними животными и кормами для домашних животных в специализированных магазинах",3416.0,6,998
2203,Розничная торговля аудио и видео техникой в специализированных магазинах,3416.0,6,999
2202,Розничная торговля телекоммуникационным оборудованием в специализированных магазинах,3416.0,6,1000
2204,Розничная торговля текстильными изделиями в специализированных магазинах,3416.0,6,1001
2205,"Розничная торговля скобяными изделиями, лакокрасочными материалами и стеклом в специализированных магазинах",3416.0,6,1002
2206,"Розничная торговля коврами, ковровыми изделиями, а также настенными и напольными покрытиями в специализированных магазинах",3416.0,6,1003
2210,Розничная торговля газетами и канцелярскими товарами в специализированных магазинах,3416.0,6,1004
2209,Розничная торговля книгами в специализированных магазинах,3416.0,6,1005
2213,Розничная торговля играми и игрушками в специализированных магазинах,3416.0,6,1006
2201,"Розничная торговля компьютерами, периферийным оборудованием и программным обеспечением в специализированных магазинах",3416.0,6,1007
2212,Розничная торговля спортивным оборудованием в специализированных магазинах,3416.0,6,1008
2211,Розничная торговля аудио и видеозаписями в специализированных магазинах,3416.0,6,1009
1792,Деятельность туристских агентств,3398.0,6,1010
1066,Розничная торговля прочими автотранспортными средствами в торговых объектах с торговой площадью менее 2000 кв.м,3365.0,6,1011
1062,Розничная торговля автомобилями и легкими автотранспортными средствами в торговых объектах с торговой площадью менее 2000 кв.м,3365.0,6,1012
1608,Негосударственное пенсионное обеспечение,3353.0,6,1013
1622,Деятельность страховых агентов и брокеров,3353.0,6,1014
12,"Выращивание овощей, их семян и рассады",3353.0,5,1015
22,Выращивание кормовых культур и их семян,3353.0,5,1016
2075,Вспомогательные виды деятельности в области выращивания сельскохозяйственных культур,3353.0,5,1017
2070,"Выращивание овощей и бахчевых, корнеплодов и клубнеплодов",3353.0,6,1018
1748,Прокат и аренда развлекательного и спортивного инвентаря,3353.0,5,1019
13,Выращивание сахарной свеклы и ее семян,3353.0,5,1020
1573,Деятельность сберегательных банков,3353.0,6,1021
1570,Деятельность центрального банка,3353.0,5,1022
1461,Предоставление жилья на выходные и прочие периоды краткосрочного проживания,3353.0,5,1023
1464,"Услуги для проживания в кемпинге, рекреационном автопарке и трейлерном парке",3353.0,5,1024
1467,Услуги в других видах жилья,3353.0,5,1025
1720,Специализированные работы по дизайну,3353.0,5,1026
1723,Деятельность в области фотографии,3353.0,5,1027
1730,Аккредитация в области оценки соответствия,2638.0,7,1028
1001,"Деятельность по организации строительства, реконструкции, ремонта, платного движения и содержания автомобильных дорог (участков) общего пользования международного и республиканского значения",2585.0,13,1029
1036,"Прочие строительно-монтажные работы, не включенные в другие группировки",1858.0,11,1030
1000,Строительство дорог и автомагистралей,1858.0,11,1031
56,Разведение верблюдов и прочих животных семейства верблюжьих,1826.0,9,1032
1104,"Оптовая торговля зерном, семенами и кормами для животных",1655.0,8,1033
1037,Пуск и наладка смонтированного оборудования,1617.0,7,1034
1051,Кровельные работы,1617.0,7,1035
1035,Изоляционные работы,1617.0,7,1036
1046,Малярные и стекольные работы,1617.0,7,1037
1054,Гидроизоляционные работы,1617.0,7,1038
1021,Разборка и снос зданий и сооружений,1617.0,7,1039
1053,Строительство шахт,1617.0,7,1040
1040,Штукатурные работы,1617.0,7,1041
1048,Прочие отделочные работы,1617.0,7,1042
1044,Работы по покрытию полов и облицовке стен,1617.0,7,1043
54,"Разведение и выращивание ослов, мулов или лошаков",1615.0,7,1044
76,"Деятельность, способствующая животноводству",1580.0,6,1045
78,Деятельность по обработке урожая,1569.0,8,1046
1085,"Деятельность агентов по торговле сельскохозяйственным сырьем, живыми животными, текстильным сырьем и полуфабрикатами",1423.0,7,1047
1523,Проводная телекоммуникационная связь для государственных органов посредством единой транспортной среды,1365.0,7,1048
1524,Прочая проводная телекоммуникационная связь,1365.0,8,1049
2228,Речной грузовой транспорт,1314.0,7,1050
1185,Оптовая торговля авиационным бензином и керосином,1232.0,9,1051
1191,Оптовая торговля рудами черных и цветных металлов,1232.0,9,1052
1183,Оптовая торговля каменным углем,1232.0,9,1053
1192,"Оптовая торговля чугуном, сталью и их литьем",1232.0,9,1054
1184,Оптовая торговля лигнитом (бурым углем),1232.0,9,1055
1226,Оптовая торговля широким ассортиментом товаров без какой-либо конкретизации,1232.0,8,1056
1225,"Специализированная оптовая торговля товарами, не включенными в другие группировки",1232.0,8,1057
1193,"Оптовая торговля редкими, редкоземельными и цветными металлами и их литьем",1232.0,9,1058
1223,"Оптовая торговля широким ассортиментом товаров без какой-либо конкретизации в торговых объектах с торговой площадью более 2000 кв.м (2000 кв.м и выше), включая оптово-продовольственные распределительные центры",1232.0,8,1059
1198,"Оптовая торговля изделиями из бетона, цемента, гипса и аналогичных материалов",1232.0,8,1060
1197,"Оптовая торговля цементом, песком и гравием",1232.0,8,1061
1209,Оптовая торговля минеральными удобрениями,1232.0,8,1062
1210,Оптовая торговля пестицидами и прочими агрохимическими продуктами,1232.0,8,1063
1216,Оптовая торговля ломом и отходами черных и цветных металлов,1232.0,8,1064
1218,Оптовая торговля прочими неметаллическими отходами и неметаллическим ломом,1232.0,8,1065
2089,Производство табачных изделий,1217.0,8,1066
1055,Аренда строительного оборудования с оператором,1157.0,6,1067
2173,Продажа автомобилей и легковых автотранспортных средств,1136.0,7,1068
1207,Оптовая торговля химическими веществами и химическими продуктами,1000.0,7,1069
1224,"Оптовая торговля оборудованием и материалами, бывшими в употреблении",1000.0,7,1070
1208,Оптовая торговля резинотехническими изделиями,1000.0,7,1071
1079,"Оптовая торговля мотоциклами, мотороллерами, деталями и принадлежностями к ним",937.0,6,1072
107,Пресноводное рыбоводство,925.0,7,1073
1819,Прочие виды услуг по уборке,925.0,6,1074
1742,Лизинг легковых автомобилей и легких автотранспортных средств,925.0,5,1075
2269,Аренда и сдача в аренду автомобилей и легковых автомобилей,925.0,5,1076
2270,Аренда и сдача в аренду грузовых автомобилей,925.0,5,1077
102,Пресноводное рыболовство,925.0,7,1078
1745,Лизинг грузовых автомобилей,925.0,5,1079
105,Морское рыбоводство,925.0,6,1080
100,Морское рыболовство,925.0,6,1081
1744,Аренда грузовых автомобилей,925.0,5,1082
2182,Оптовая торговля фармацевтическими товарами,861.0,8,1083
1732,"Иная профессиональная, научная и техническая деятельность, не включенная в другие группировки",855.0,6,1084
1612,Деятельность товарных бирж,850.0,7,1085
7,Выращивание масличных культур и их семян,829.0,7,1086
24,"Выращивание прочих одно- или двухлетних культур, не включенных в другие группировки",793.0,8,1087
1607,Государственное пенсионное обеспечение,741.0,7,1088
1658,"Деятельность, связанная с неплатежеспособностью и взысканием задолженности",741.0,6,1089
1494,Прочие виды издательского дела,740.0,6,1090
1486,Издание книг,740.0,6,1091
1488,Издание справочников и списков подписчиков,740.0,6,1092
1645,Обеспечение мер при эксплуатаций «Эталонного центра»,726.0,6,1093
43,Выращивание прочих многолетних культур,711.0,7,1094
1812,Комплексное обслуживание объектов,687.0,7,1095
1802,"Деятельность охранных организаций, учрежденных национальными компаниями",687.0,8,1096
1214,Оптовая торговля драгоценными камнями,686.0,8,1097
1221,Оптовая торговля полудрагоценными камнями,686.0,8,1098
1217,Оптовая торговля ломом драгоценных металлов и драгоценных камней,686.0,8,1099
1194,Оптовая торговля драгоценными металлами,686.0,8,1100
1196,Оптовая торговля листовым стеклом,662.0,7,1101
1212,Оптовая торговля пластмассами в первичных формах и синтетическим каучуком,662.0,7,1102
1199,"Оптовая торговля лакокрасочной продукцией, обоями и напольными покрытиями",662.0,7,1103
1105,Оптовая торговля необработанным табаком,662.0,7,1104
2176,"Торговля мотоциклами, их деталями, узлами и принадлежностями; техническое обслуживание и ремонт мотоциклов",629.0,7,1105
2180,Оптовая торговля одеждой и обувью,629.0,7,1106
2177,"Оптовая торговля зерном, необработанным табаком, семенами и кормами для животных",629.0,7,1107
2175,Розничная торговля запасными частями и принадлежностями для автомобилей,629.0,7,1108
2183,Оптовая торговля прочими бытовыми товарами,629.0,7,1109
80,Деятельность по обработке семян для посадки,618.0,5,1110
392,Воспроизведение программного обеспечения и баз данных,599.0,6,1111
390,Воспроизведение звукозаписей,599.0,6,1112
1081,Техническое обслуживание и ремонт мотоциклов  и мотороллеров,599.0,6,1113
391,Воспроизведение видеозаписей,599.0,6,1114
1534,Деятельность в области спутниковых телекоммуникаций для организации связи,578.0,6,1115
1532,Деятельность в области спутниковых телекоммуникаций для государственных органов посредством единой транспортной среды,574.0,5,1116
1537,Деятельность по распространению телерадиопрограмм  посредством  сети Интернет,574.0,5,1117
1529,Прочая беспроводная телекоммуникационная связь,574.0,5,1118
1527,Беспроводная телекоммуникационная связь посредством единой транспортной среды,574.0,5,1119
1533,Деятельность в области спутниковых телекоммуникаций для целей телерадиовещания,574.0,5,1120
93,Сбор дикорастущей недревесной продукции,566.0,6,1121
1638,Аренда и эксплуатация торгового рынка,557.0,6,1122
1797,Прочие виды услуг по бронированию и сопутствующие им услуги,549.0,6,1123
1528,"Организация вещания теле-, радиопрограмм посредством сети национального оператора телерадиовещания",536.0,5,1124
1507,"Деятельность по распространению кинофильмов, видео и телевизионных программ",536.0,5,1125
1509,Деятельность по показу кинофильмов,536.0,5,1126
1505,"Пост производственный этап изготовления кинофильмов, видео  и телевизионных программ",536.0,5,1127
1503,"Деятельность по производству кино-, видеофильмов и телевизионных программ",536.0,5,1128
1565,Прочие виды деятельности в области информационного обслуживания,508.0,5,1129
1562,Деятельность информационных агентств,508.0,5,1130
96,"Услуги, связанные с лесоводство и лесозаготовками",504.0,5,1131
83,"Охота и отлов, включая предоставление услуг в этих областях",504.0,5,1132
1657,Консультрование в области налогообложения,504.0,5,1133
1617,"Прочая вспомогательная деятельность по предоставлению финансовых услуг, кроме страхования и пенсионного обеспечения",504.0,6,1134
1624,Прочая вспомогательная деятельность по страхованию и пенсионному обеспечению,504.0,6,1135
37,Выращивание маслосодержащих плодов,500.0,5,1136
2072,Выращивание прочих сезонных культур,500.0,5,1137
9,Выращивание риса,500.0,5,1138
2256,Аренда и управление собственной или арендуемой недвижимостью,500.0,5,1139
1636,Аренда и управление собственной недвижимостью,494.0,5,1140
1641,Посреднические услуги при купле-продаже и сдаче внаем недвижимого имущества производственно-технического назначения,494.0,5,1141
1644,Управление недвижимостью за вознаграждение или на договорной основе,494.0,5,1142
1642,Посреднические услуги при купле-продаже и сдаче внаем жилья и другого недвижимого имущества непроизводственного назначения,494.0,5,1143
2258,Управление недвижимостью за вознаграждение или на договорной основе,494.0,5,1144
1632,Покупка и продажа многоквартирных и жилых домов (особняков),494.0,5,1145
1633,Покупка и продажа прочей недвижимости,494.0,5,1146
1637,Аренда (субаренда) и эксплуатация арендуемой недвижимости,494.0,5,1147
2257,Деятельность агентств по операциям с недвижимым имуществом,494.0,5,1148
1552,Деятельность в области кибербезопасности,484.0,5,1149
1556,Размещений приложений (прикладных программ) и связанная с этим деятельность,484.0,5,1150
1557,Информационно-методологическое обеспечение с сопровождением информационных систем и баз данных,484.0,5,1151
1564,"Прочие виды деятельности, связанные с предоставлением компьютеризированных услуг телефонной связи",484.0,5,1152
1559,Веб-порталы,484.0,5,1153
1497,Создание компьютерных игр,484.0,5,1154
1499,Издание прочего программного обеспечения,484.0,5,1155
1543,Сопровождение программного обеспечения,484.0,5,1156
1542,Разработка программного обеспечения,484.0,5,1157
1549,Деятельность по управлению информационно-коммуникационным оборудованием,484.0,5,1158
1551,"Другие виды деятельности в области информационных технологий и информационных систем в рамках автоматизации функций государственных органов, учреждений и организаций",484.0,5,1159
1546,Планирование и проектирование коммерческих информационных систем,484.0,5,1160
1545,Консультационные  и практические услуги в области информационных технологий,484.0,5,1161
1548,Деятельность по управлению информационно-коммуникационной инфраструктурой  в рамках формирования и развития государственных электронных информационных ресурсов и систем,484.0,5,1162
1087,"Деятельность агентов по торговле топливом, рудами, металлами и химическими веществами",430.0,6,1163
1101,Деятельность агентов по торговле товарами широкого ассортимента,430.0,6,1164
1099,"Деятельность агентов, специализирующихся на торговле отдельными видами товаров или группами товаров, не включенными в другие группировки",430.0,6,1165
1097,"Деятельность агентов по торговле пищевыми продуктами, включая напитки, и табачными изделиями",430.0,6,1166
1095,"Деятельность агентов по торговле текстильными изделиями, одеждой, обувью, изделиями из кожи и меха",430.0,6,1167
1166,"Оптовая торговля сельскохозяйственной техникой, оборудованием и запасными частями",430.0,6,1168
1213,Оптовая торговля прочими промежуточными продуктами,430.0,6,1169
1093,"Деятельность агентов по торговле мебелью, бытовыми товарами, скобяными и прочими металлическими изделиями",430.0,6,1170
1168,Оптовая торговля механическими станками,430.0,6,1171
1089,Деятельность агентов по торговле древесиной и строительными материалами,430.0,6,1172
1091,"Деятельность агентов по торговле машинами, оборудованием, промышленным оборудованием, морскими и воздушными судами",430.0,6,1173
1222,Оптовая торговля мореным дубом,430.0,6,1174
1178,Оптовая торговля прочей техникой и оборудованием,430.0,6,1175
1201,Оптовая торговля строительными металлическими конструкциями,430.0,6,1176
1202,Оптовая торговля санитарно-техническим оборудованием,430.0,6,1177
1200,Оптовая торговля древесиной и продукцией обработки древесины,430.0,6,1178
1174,Оптовая торговля офисной мебелью,430.0,6,1179
1170,Оптовая торговля техникой для горнодобычи и гражданского строительства,430.0,6,1180
1172,"Оптовая торговля техникой для текстильного, швейного и трикотажного производств",430.0,6,1181
1205,"Оптовая торговля металлическими изделиями, водопроводным и отопительным оборудованием и инвентарем",430.0,6,1182
1203,Оптовая торговля стеновыми блоками,430.0,6,1183
2252,Страхование ущерба,424.0,6,1184
2181,"Оптовая торговля бытовыми электротоварами, радио- и  телеаппаратурой",418.0,5,1185
1834,Организация конференций и торговых выставок,418.0,5,1186
19,Выращивание хлопка-сырца,410.0,5,1187
46,Воспроизводство растений,403.0,5,1188
1794,Деятельность туристских операторов,400.0,5,1189
2260,Деятельность в области бухгалтерского учета и аудита; консультации по налогообложению,385.0,5,1190
1080,"Розничная торговля мотоциклами, мотороллерами, деталями и принадлежностями к ним",367.0,5,1191
1713,Представление рекламы в средствах массовой информации,367.0,5,1192
1711,Деятельность рекламных агентств,367.0,5,1193
1756,Лизинг сельскохозяйственных машин  и оборудования,355.0,4,1194
1758,Аренда строительных машин и оборудования,355.0,4,1195
1759,Лизинг строительных машин и оборудования,355.0,4,1196
2060,Деятельность домашних хозяйств по производству товаров для собственного потребления,355.0,4,1197
2071,Выращивание волокнистых прядильных культур,355.0,4,1198
2271,Аренда и сдача в аренду сельскохозяйственной техники и оборудования,355.0,4,1199
2068,Деятельность экстерриториальных организаций,355.0,4,1200
1761,Аренда компьютерного и периферийного оборудования для инфотелекоммуникационной системы,355.0,4,1201
1841,"Прочие виды вспомогательного обслуживания хозяйственной деятельности, не включенные в другие категории",355.0,4,1202
2259,Деятельность в области права,355.0,5,1203
2063,Деятельность домашних хозяйств по производству услуг для собственного потребления,355.0,4,1204
1750,Прокат видео записей и дисков,355.0,4,1205
1769,Аренда воздушных транспортных средств и оборудования,355.0,4,1206
1620,Оценка рисков и ущерба,355.0,4,1207
2276,"Аренда и сдача в аренду прочих машин, оборудования и материальных средств, не включенных в другие категории",355.0,4,1208
2274,Аренда и сдача в аренду водных транспортных средств и оборудования,355.0,4,1209
2277,Деятельность прочих организаций по работе с персоналом,355.0,4,1210
2261,Деятельность головных компаний,355.0,4,1211
2262,Консультирование по вопросам коммерческой деятельности и управления,355.0,4,1212
2275,Аренда и сдача в аренду воздушных транспортных средств и оборудования,355.0,4,1213
2266,Прочие исследования и разработки в области естественных наук и инженерии,355.0,4,1214
2056,"Деятельность домашних хозяйств, нанимающих домашнюю прислугу",355.0,4,1215
2249,Прочие виды кредитования,355.0,5,1216
2248,Финансовый лизинг,355.0,5,1217
2250,"Другие виды финансовых услуг, за исключением услуг страховых и пенсионных фондов, не отнесенные к прочим группировкам",355.0,4,1218
1604,Перестрахование,355.0,4,1219
1613,"Деятельность, связанная с управлением финансовыми рынками",355.0,5,1220
1615,Брокерские услуги по контрактам на ценные бумаги и товары,355.0,5,1221
1772,"Аренда прочих машин, оборудования и материальных активов, не включенных в другие группировки",355.0,4,1222
1788,Деятельность по кадровому делопроизводству для национального управляющего холдинга,355.0,4,1223
1627,Деятельность по управлению фондами,355.0,6,1224
23,"Выращивание цветов, семеноводство цветочных культур",355.0,4,1225
2254,Управление финансовыми рынками,355.0,4,1226
1783,Деятельность агентств по временному трудоустройству,355.0,4,1227
1786,"Прочая деятельность по обеспечению трудовыми ресурсами (персоналом), кроме деятельности организаций, учрежденных национальными компаниями",355.0,4,1228
1787,"Деятельность организаций, учрежденных национальными компаниями, по предоставлению технического и вспомогательного персонала для обслуживания стратегических объектов",355.0,4,1229
1773,"Лизинг прочих машин, оборудования и материальных активов, не включенных в другие группировки",355.0,4,1230
1770,Лизинг воздушных транспортных средств и оборудования,355.0,4,1231
1766,Аренда водных транспортных средств и оборудования,355.0,4,1232
2069,"Выращивание зерновых культур (за исключением риса), бобовых культур и масличных семян",355.0,4,1233
2272,Аренда и сдача в аренду строительной техники и оборудования для строительства гражданских объектов,355.0,4,1234
2273,"Аренда и сдача в аренду офисных машин и оборудования, включая вычислительную технику",355.0,4,1235
1755,Аренда сельскохозяйственных машин и оборудования,355.0,4,1236
1752,Прокат и аренда прочих предметов личного потребления и бытовых товаров,355.0,4,1237
1716,Исследование конъюнктуры рынка и изучение общественного мнения,355.0,4,1238
1731,"Деятельность ведомственных служб, занимающихся инновационными технологиями (медицинские, образовательные, консультационные и др.)",355.0,4,1239
1826,Комплексное административно-управленческое обслуживание,355.0,4,1240
20,Выращивание прядильных культур и их семян,355.0,4,1241
1767,Лизинг водных транспортных средств и оборудования,355.0,4,1242
1776,"Аренда интеллектуальной собственности и подобной продукции, за исключением работ с защищенными авторскими правами",355.0,4,1243
1780,Деятельность агентств по трудоустройству,355.0,4,1244
1574,"Деятельность банка, являющегося национальным институтом развития, и его дочерней организации-лизингодателя",355.0,5,1245
1585,Финансовый лизинг медицинского оборудования и техники,355.0,5,1246
1587,Деятельность ломбардов,355.0,5,1247
1588,Деятельность специальных фондов финансовой поддержки субъектов частного предпринимательства,355.0,5,1248
1589,"Прочие виды кредитования, не включенные в другие группировки",355.0,5,1249
1575,Денежное посредничество прочих финансовых учреждений,355.0,5,1250
1578,Деятельность холдинговых компаний,355.0,5,1251
1581,"Тресты, фонды и другие подобные финансовые объекты",355.0,5,1252
1584,"Финансовый лизинг, кроме финансового лизинга медицинского оборудования и техники",355.0,5,1253
1598,Негосударственное страхование жизни,355.0,6,1254
1600,Государственное страхование ущерба,355.0,5,1255
1601,Негосударственное страхование ущерба,355.0,5,1256
1572,"Деятельность банков, за исключением, банка, являющегося национальным институтом развития, и его дочерней организации-лизингодателя",355.0,5,1257
29,Выращивание тропических и субтропических плодов,355.0,4,1258
31,Выращивание цитрусовых плодов,355.0,4,1259
33,Выращивание семечковых и косточковых плодов,355.0,4,1260
27,Выращивание винограда,355.0,4,1261
1839,Упаковывание,355.0,4,1262
1650,Адвокатская деятельность,355.0,4,1263
1656,Деятельность в области составления счетов и бухгалтерского учета,355.0,4,1264
1655,Деятельность по проведению финансовой ревизии (аудита),355.0,4,1265
1591,"Финансово-экономические услуги, оказываемые субъектам индустриально-инновационной деятельности и агропромышленного комплекса",355.0,6,1266
1592,"Другие финансовые услуги, финансирование в различных отраслях экономики, инвестиционная деятельность",355.0,6,1267
1593,"Другие виды финансовых услуг, кроме страхования и пенсионного обеспечения, не включенные в другие группировки",355.0,5,1268
1597,Государственное страхование жизни,355.0,5,1269
1726,Переводческое (устное и письменное) дело,355.0,4,1270
1764,Лизинг прочих офисных машин и оборудования,355.0,4,1271
1762,Лизинг компьютерного и периферийного оборудования для инфотелекоммуникационной системы,355.0,4,1272
1828,"Фотокопировальные работы, подготовка документации и прочие виды специализированного конторского обслуживания",355.0,4,1273
1659,"Деятельность в области бухгалтерского, налогового учета и казначейских операций для национального управляющего холдинга",355.0,4,1274
15,Выращивание сахарного тростника,355.0,4,1275
17,Выращивание табака,355.0,4,1276
39,Выращивание культур для производства напитков,355.0,4,1277
1815,Общая уборка зданий,355.0,4,1278
1817,Прочая деятельность по уборке зданий и промышленных объектов,355.0,5,1279
1669,Консультирование по вопросам коммерческой деятельности и управления,355.0,4,1280
1808,Деятельность по расследованию,355.0,4,1281
